"","X","total_accel_belt","var_total_accel_belt","accel_belt_x","accel_belt_y","accel_belt_z","total_accel_arm","var_accel_arm","accel_arm_x","accel_arm_y","accel_arm_z","total_accel_dumbbell","var_accel_dumbbell","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","total_accel_forearm","var_accel_forearm","accel_forearm_x","accel_forearm_y","accel_forearm_z","classe"
"5391",5391,3,NA,-11,3,31,19,NA,-82,169,-21,39,NA,-205,50,317,36,NA,-60,279,210,"A"
"5392",5392,3,NA,-10,4,30,18,NA,-75,157,-31,39,NA,-205,49,318,36,NA,-56,279,209,"A"
"5393",5393,3,NA,-11,4,30,18,NA,-72,155,-41,39,NA,-205,52,317,36,NA,-61,278,209,"A"
"5394",5394,3,NA,-10,4,29,18,NA,-67,153,-56,39,NA,-204,52,314,36,NA,-57,276,209,"A"
"5395",5395,3,NA,-13,3,31,13,NA,-58,116,-24,39,NA,-204,52,315,36,NA,-58,278,211,"A"
"5396",5396,3,NA,-12,4,31,14,NA,-63,118,-16,39,NA,-204,50,316,36,NA,-56,279,214,"A"
"5397",5397,4,NA,-12,4,32,15,NA,-77,129,3,39,NA,-205,50,316,36,NA,-56,281,214,"A"
"5398",5398,3,NA,-12,3,31,16,NA,-81,129,7,39,NA,-204,51,316,37,NA,-57,281,214,"A"
"5399",5399,4,NA,-12,7,32,16,NA,-94,121,-7,39,NA,-205,52,318,37,NA,-68,288,215,"A"
"5400",5400,3,NA,-11,2,31,16,NA,-93,124,-6,39,NA,-206,50,317,37,NA,-64,286,215,"A"
"5401",5401,3,NA,-13,2,30,16,NA,-94,127,-8,39,NA,-204,50,314,37,NA,-65,285,215,"A"
"5402",5402,3,NA,-13,4,31,16,NA,-88,132,-14,39,NA,-205,52,317,37,NA,-54,288,213,"A"
"5403",5403,3,NA,-13,3,30,17,NA,-93,137,-23,39,NA,-206,53,317,38,NA,-62,294,214,"A"
"5404",5404,3,NA,-11,5,29,17,NA,-90,138,-25,39,NA,-207,52,316,37,NA,-66,289,208,"A"
"5405",5405,3,NA,-12,3,30,17,NA,-85,139,-24,39,NA,-206,52,316,35,NA,-51,278,202,"A"
"5406",5406,3,NA,-14,4,30,16,NA,-85,129,-25,39,NA,-204,51,318,34,NA,-42,262,197,"A"
"5407",5407,3,NA,-12,5,30,16,NA,-84,128,-23,39,NA,-205,53,317,33,NA,-39,255,190,"A"
"5408",5408,3,NA,-12,6,29,16,NA,-85,128,-18,39,NA,-204,53,317,32,NA,-37,252,190,"A"
"5409",5409,3,NA,-11,3,31,16,NA,-92,131,-21,39,NA,-205,53,318,33,NA,-25,257,193,"A"
"5410",5410,3,NA,-10,7,30,17,NA,-97,137,-26,39,NA,-203,51,317,32,NA,-25,257,184,"A"
"5411",5411,3,NA,-12,2,32,19,NA,-100,145,-52,39,NA,-205,52,317,32,NA,-14,252,187,"A"
"5412",5412,4,NA,-13,3,33,20,NA,-100,153,-63,39,NA,-206,52,318,33,NA,-25,265,187,"A"
"5413",5413,3,0.1,-12,4,31,21,3.0355,-107,169,-61,39,0.0208,-205,52,316,38,3.22695,-64,308,192,"A"
"5414",5414,3,NA,-13,4,31,12,NA,-24,117,-19,39,NA,-206,50,314,37,NA,-65,281,213,"A"
"5415",5415,3,NA,-11,2,31,12,NA,-31,111,-16,39,NA,-206,50,315,36,NA,-65,276,215,"A"
"5416",5416,3,NA,-12,4,31,13,NA,-48,115,-24,39,NA,-207,50,315,36,NA,-62,277,216,"A"
"5417",5417,3,NA,-13,4,31,11,NA,-36,101,-4,39,NA,-204,52,317,36,NA,-54,279,216,"A"
"5418",5418,3,NA,-13,4,31,13,NA,-37,122,-1,39,NA,-205,51,315,36,NA,-57,278,215,"A"
"5419",5419,3,NA,-11,2,30,15,NA,-38,146,-13,39,NA,-205,50,316,37,NA,-62,280,214,"A"
"5420",5420,3,NA,-11,2,30,15,NA,-52,134,-23,39,NA,-206,53,314,36,NA,-59,277,213,"A"
"5421",5421,3,NA,-11,3,30,15,NA,-40,138,-18,39,NA,-204,51,316,36,NA,-64,276,213,"A"
"5422",5422,3,NA,-13,4,28,15,NA,-29,143,-25,39,NA,-207,52,313,36,NA,-61,276,213,"A"
"5423",5423,3,NA,-13,3,31,13,NA,-19,127,-21,39,NA,-205,49,314,36,NA,-58,279,212,"A"
"5424",5424,3,NA,-12,3,29,13,NA,-14,123,-26,38,NA,-204,48,312,36,NA,-59,282,212,"A"
"5425",5425,3,NA,-12,4,31,14,NA,-6,128,-33,38,NA,-205,51,312,36,NA,-55,278,207,"A"
"5426",5426,3,NA,-14,3,29,15,NA,-2,144,-35,38,NA,-204,52,313,36,NA,-54,277,210,"A"
"5427",5427,3,NA,-14,3,31,17,NA,1,157,-41,39,NA,-205,53,316,36,NA,-54,279,210,"A"
"5428",5428,3,NA,-13,3,31,19,NA,8,180,-54,39,NA,-205,54,317,36,NA,-59,281,209,"A"
"5429",5429,3,NA,-10,2,32,20,NA,1,184,-73,39,NA,-205,53,315,36,NA,-57,280,212,"A"
"5430",5430,3,NA,-11,5,31,21,NA,-10,187,-75,39,NA,-203,51,315,36,NA,-56,279,210,"A"
"5431",5431,3,NA,-8,0,30,16,NA,-15,151,-45,39,NA,-206,53,316,36,NA,-62,278,210,"A"
"5432",5432,3,NA,-8,2,30,16,NA,-19,152,-37,39,NA,-204,51,316,36,NA,-65,278,211,"A"
"5433",5433,3,NA,-10,4,31,17,NA,-23,167,-18,39,NA,-203,52,315,36,NA,-64,273,213,"A"
"5434",5434,3,NA,-13,4,30,18,NA,-37,171,-17,39,NA,-206,51,315,36,NA,-59,274,212,"A"
"5435",5435,3,NA,-13,3,30,18,NA,-44,170,-14,39,NA,-206,52,315,36,NA,-58,274,213,"A"
"5436",5436,3,NA,-14,2,30,18,NA,-46,169,-9,39,NA,-205,50,315,36,NA,-58,272,211,"A"
"5437",5437,3,0,-16,3,30,18,8.7782,-51,170,-9,39,0.1423,-205,51,317,36,0.12544,-57,273,210,"A"
"5438",5438,20,NA,-39,71,-177,24,NA,212,54,97,9,NA,33,15,78,38,NA,-44,327,-165,"A"
"5439",5439,20,NA,-37,70,-176,26,NA,207,41,140,9,NA,21,-8,82,36,NA,5,316,-148,"A"
"5440",5440,19,NA,-34,68,-168,26,NA,144,84,187,9,NA,22,-2,83,37,NA,2,314,-173,"A"
"5441",5441,19,NA,-33,68,-165,20,NA,131,66,128,9,NA,29,12,80,36,NA,30,301,-175,"A"
"5442",5442,18,NA,-34,68,-163,20,NA,149,41,126,9,NA,33,18,80,35,NA,34,283,-182,"A"
"5443",5443,19,NA,-35,68,-165,17,NA,126,34,100,9,NA,32,9,78,32,NA,82,253,-174,"A"
"5444",5444,19,NA,-43,72,-169,16,NA,101,41,117,9,NA,28,7,83,34,NA,93,268,-181,"A"
"5445",5445,19,NA,-42,71,-172,13,NA,58,38,108,9,NA,23,1,86,37,NA,113,285,-185,"A"
"5446",5446,19,NA,-44,69,-170,13,NA,36,27,114,9,NA,29,7,84,36,NA,111,283,-182,"A"
"5447",5447,19,NA,-43,70,-170,12,NA,32,19,107,9,NA,27,4,82,35,NA,104,272,-183,"A"
"5448",5448,19,NA,-43,70,-172,9,NA,28,16,83,9,NA,27,4,85,36,NA,110,274,-187,"A"
"5449",5449,20,NA,-43,71,-173,9,NA,35,10,84,9,NA,26,1,87,35,NA,106,266,-182,"A"
"5450",5450,20,NA,-49,75,-178,7,NA,29,11,64,9,NA,25,-1,81,35,NA,91,277,-185,"A"
"5451",5451,20,NA,-42,68,-174,7,NA,21,12,69,9,NA,26,-2,81,37,NA,108,295,-180,"A"
"5452",5452,19,NA,-48,68,-168,7,NA,20,12,65,9,NA,25,3,87,38,NA,67,322,-179,"A"
"5453",5453,20,NA,-44,71,-172,8,NA,21,11,71,9,NA,26,-3,83,38,NA,54,329,-173,"A"
"5454",5454,20,NA,-42,74,-175,8,NA,18,15,72,9,NA,21,-10,84,40,NA,55,347,-175,"A"
"5455",5455,20,NA,-39,71,-174,8,NA,16,19,75,8,NA,24,-15,77,41,NA,51,359,-174,"A"
"5456",5456,19,NA,-40,66,-168,9,NA,19,22,79,9,NA,24,-13,79,41,NA,54,364,-170,"A"
"5457",5457,19,NA,-40,72,-172,15,NA,46,40,131,9,NA,31,1,81,36,NA,-41,311,-165,"A"
"5458",5458,19,NA,-41,72,-172,15,NA,52,44,131,8,NA,24,0,76,35,NA,-28,301,-164,"A"
"5459",5459,19,NA,-41,71,-170,15,NA,61,42,132,8,NA,26,0,75,34,NA,-58,284,-166,"A"
"5460",5460,19,NA,-41,72,-171,17,NA,72,41,150,8,NA,29,0,72,34,NA,-77,279,-171,"A"
"5461",5461,20,NA,-40,75,-173,17,NA,77,39,141,8,NA,28,-2,70,33,NA,-53,268,-169,"A"
"5462",5462,19,NA,-42,68,-172,20,NA,99,47,158,7,NA,31,-9,64,31,NA,-93,235,-177,"A"
"5463",5463,19,NA,-41,72,-168,21,NA,126,40,152,7,NA,26,-10,58,30,NA,-121,198,-175,"A"
"5464",5464,20,NA,-42,69,-178,40,NA,389,-32,-8,8,NA,27,2,76,30,NA,-156,-128,-218,"A"
"5465",5465,20,NA,-44,71,-179,36,NA,337,17,86,8,NA,20,-9,76,27,NA,-194,9,-185,"A"
"5466",5466,20,NA,-40,67,-180,29,NA,256,47,116,9,NA,23,3,84,26,NA,-175,73,-163,"A"
"5467",5467,20,NA,-39,72,-179,33,NA,265,30,180,9,NA,36,21,75,27,NA,-169,136,-146,"A"
"5468",5468,20,NA,-40,71,-180,23,NA,195,40,110,9,NA,42,26,77,26,NA,-126,177,-139,"A"
"5469",5469,20,NA,-42,71,-178,25,NA,200,44,134,9,NA,41,24,80,29,NA,-138,197,-143,"A"
"5470",5470,20,NA,-40,72,-178,24,NA,164,75,148,9,NA,22,-12,80,31,NA,-135,220,-154,"A"
"5471",5471,20,NA,-38,71,-177,24,NA,156,60,168,9,NA,20,-17,80,35,NA,-147,266,-165,"A"
"5472",5472,19,NA,-35,67,-172,22,NA,144,38,159,9,NA,17,3,89,33,NA,-76,281,-143,"A"
"5473",5473,19,NA,-31,67,-166,21,NA,135,20,152,8,NA,26,1,76,33,NA,-78,277,-148,"A"
"5474",5474,19,NA,-33,69,-169,18,NA,118,11,134,9,NA,32,6,85,32,NA,-48,280,-143,"A"
"5475",5475,19,NA,-35,68,-167,19,NA,120,13,137,9,NA,32,4,83,34,NA,-48,295,-148,"A"
"5476",5476,19,NA,-39,70,-169,17,NA,99,18,129,9,NA,26,3,85,33,NA,-30,290,-137,"A"
"5477",5477,20,NA,-41,70,-174,15,NA,62,25,133,10,NA,26,5,90,34,NA,-2,297,-142,"A"
"5478",5478,20,NA,-44,70,-174,9,NA,32,2,81,9,NA,33,10,82,39,NA,86,330,-173,"A"
"5479",5479,20,0.2305,-44,68,-177,8,89.6256,33,-2,73,9,0.2902,29,2,87,38,16.35976,89,323,-162,"A"
"5480",5480,20,NA,-43,68,-181,35,NA,345,-19,27,9,NA,31,4,78,29,NA,-127,-129,-214,"A"
"5481",5481,20,NA,-37,72,-175,27,NA,230,35,135,10,NA,41,39,85,27,NA,-199,34,-176,"A"
"5482",5482,20,NA,-37,73,-176,26,NA,209,49,141,10,NA,41,33,79,28,NA,-212,56,-165,"A"
"5483",5483,19,NA,-38,72,-172,25,NA,188,15,157,10,NA,22,-4,94,28,NA,-211,84,-148,"A"
"5484",5484,19,NA,-36,70,-172,23,NA,163,39,155,10,NA,13,-12,92,24,NA,-135,143,-137,"A"
"5485",5485,19,NA,-37,71,-168,19,NA,115,28,146,9,NA,24,3,85,29,NA,-121,229,-122,"A"
"5486",5486,19,NA,-36,68,-171,23,NA,136,30,180,9,NA,35,14,81,33,NA,-126,257,-143,"A"
"5487",5487,19,NA,-39,69,-173,17,NA,93,22,141,9,NA,32,8,87,27,NA,-91,224,-114,"A"
"5488",5488,20,NA,-44,71,-172,13,NA,55,14,113,9,NA,25,-2,89,31,NA,-75,267,-114,"A"
"5489",5489,20,NA,-44,71,-172,12,NA,49,12,109,9,NA,23,2,89,29,NA,-66,247,-120,"A"
"5490",5490,19,NA,-43,68,-173,9,NA,35,8,79,9,NA,30,2,83,29,NA,-57,254,-123,"A"
"5491",5491,20,NA,-43,68,-177,9,NA,23,0,88,9,NA,26,-2,88,34,NA,-20,299,-145,"A"
"5492",5492,20,NA,-44,72,-176,7,NA,-14,4,72,9,NA,27,-3,85,34,NA,16,295,-149,"A"
"5493",5493,20,NA,-45,72,-178,8,NA,-11,2,75,9,NA,30,0,87,34,NA,2,290,-160,"A"
"5494",5494,20,NA,-44,68,-178,8,NA,-8,3,77,9,NA,26,-1,89,32,NA,21,280,-149,"A"
"5495",5495,20,NA,-43,75,-180,6,NA,6,2,60,9,NA,24,-1,89,35,NA,77,301,-144,"A"
"5496",5496,20,NA,-44,73,-181,6,NA,12,-4,58,9,NA,27,2,87,36,NA,84,308,-155,"A"
"5497",5497,20,NA,-42,70,-180,7,NA,17,-6,67,9,NA,30,3,86,33,NA,77,280,-151,"A"
"5498",5498,20,NA,-40,69,-176,7,NA,14,-5,63,9,NA,25,4,86,34,NA,91,279,-151,"A"
"5499",5499,20,NA,-40,71,-177,6,NA,8,-4,60,9,NA,24,-10,89,35,NA,97,293,-155,"A"
"5500",5500,20,NA,-41,73,-173,23,NA,161,15,153,9,NA,22,-2,84,29,NA,-159,159,-169,"A"
"5501",5501,20,NA,-40,71,-173,26,NA,184,20,168,8,NA,27,7,74,30,NA,-181,153,-176,"A"
"5502",5502,20,NA,-41,69,-174,29,NA,247,12,144,8,NA,32,5,71,27,NA,-188,92,-167,"A"
"5503",5503,20,NA,-42,71,-175,32,NA,288,-1,120,9,NA,19,0,82,28,NA,-207,49,-177,"A"
"5504",5504,20,NA,-44,70,-176,33,NA,308,-2,86,9,NA,39,-1,75,29,NA,-207,21,-197,"A"
"5505",5505,20,NA,-41,69,-177,33,NA,317,3,78,9,NA,25,-22,84,30,NA,-211,-20,-199,"A"
"5506",5506,20,NA,-42,68,-176,37,NA,360,-15,32,10,NA,24,-2,90,30,NA,-159,-132,-215,"A"
"5507",5507,20,NA,-39,69,-177,39,NA,382,-34,3,9,NA,20,-12,87,33,NA,-137,-180,-231,"A"
"5508",5508,20,NA,-43,72,-180,46,NA,409,-90,-163,10,NA,22,0,92,29,NA,-184,-64,-213,"A"
"5509",5509,20,NA,-41,69,-178,43,NA,402,-77,-117,9,NA,26,2,82,31,NA,-216,-18,-208,"A"
"5510",5510,20,NA,-42,70,-179,43,NA,404,-67,-77,10,NA,34,12,88,29,NA,-208,4,-193,"A"
"5511",5511,20,NA,-42,70,-179,42,NA,402,-52,-56,9,NA,19,-17,86,28,NA,-192,56,-184,"A"
"5512",5512,20,NA,-39,70,-177,40,NA,394,-31,-17,9,NA,18,-19,88,28,NA,-179,123,-174,"A"
"5513",5513,20,NA,-40,68,-178,39,NA,386,-22,-7,9,NA,20,-19,88,26,NA,-156,126,-154,"A"
"5514",5514,20,NA,-41,73,-180,36,NA,348,26,57,10,NA,29,5,89,30,NA,-189,168,-145,"A"
"5515",5515,20,NA,-38,71,-177,31,NA,287,50,92,10,NA,20,-17,92,27,NA,-111,206,-125,"A"
"5516",5516,20,NA,-38,71,-176,32,NA,288,24,120,9,NA,24,-20,82,28,NA,-124,212,-125,"A"
"5517",5517,19,NA,-34,67,-167,26,NA,226,30,123,10,NA,33,6,90,33,NA,-117,263,-137,"A"
"5518",5518,19,NA,-32,66,-169,29,NA,239,41,141,9,NA,33,2,84,32,NA,-86,268,-136,"A"
"5519",5519,20,NA,-41,69,-175,13,NA,62,22,110,8,NA,16,-5,72,34,NA,136,234,-190,"A"
"5520",5520,20,NA,-42,72,-174,11,NA,52,27,91,7,NA,16,-1,64,35,NA,139,248,-183,"A"
"5521",5521,20,NA,-42,69,-175,9,NA,22,25,81,7,NA,24,5,62,34,NA,136,247,-182,"A"
"5522",5522,20,NA,-40,71,-176,8,NA,15,25,77,7,NA,32,3,60,34,NA,135,246,-181,"A"
"5523",5523,20,NA,-42,73,-178,7,NA,-9,15,63,7,NA,23,-5,63,34,NA,123,254,-183,"A"
"5524",5524,20,NA,-40,67,-177,6,NA,-6,13,60,7,NA,21,-13,62,35,NA,136,261,-179,"A"
"5525",5525,20,NA,-43,68,-177,5,NA,-4,10,49,8,NA,17,-22,75,35,NA,124,258,-180,"A"
"5526",5526,20,NA,-41,71,-177,5,NA,2,12,44,8,NA,24,-10,75,34,NA,117,261,-180,"A"
"5527",5527,20,NA,-39,68,-178,5,NA,5,15,47,8,NA,23,-17,69,35,NA,121,266,-182,"A"
"5528",5528,20,NA,-39,68,-177,5,NA,-2,7,46,8,NA,26,-18,70,35,NA,108,269,-179,"A"
"5529",5529,20,NA,-38,69,-179,4,NA,-7,11,41,8,NA,23,-17,78,35,NA,99,276,-180,"A"
"5530",5530,20,NA,-42,71,-178,5,NA,-9,8,44,8,NA,21,-20,75,36,NA,98,283,-179,"A"
"5531",5531,20,NA,-41,70,-178,5,NA,-6,6,46,8,NA,18,-23,74,35,NA,100,281,-174,"A"
"5532",5532,20,NA,-41,71,-178,5,NA,-3,5,45,9,NA,14,-23,85,35,NA,86,282,-171,"A"
"5533",5533,20,NA,-39,70,-177,5,NA,2,0,51,9,NA,29,-8,81,34,NA,83,278,-167,"A"
"5534",5534,20,NA,-42,72,-178,5,NA,-3,-5,44,9,NA,23,-11,87,34,NA,81,278,-165,"A"
"5535",5535,20,NA,-40,73,-177,6,NA,-1,-1,55,9,NA,18,-19,86,34,NA,79,284,-161,"A"
"5536",5536,20,NA,-41,67,-175,8,NA,0,3,78,9,NA,17,-20,88,35,NA,36,303,-159,"A"
"5537",5537,20,NA,-40,70,-174,8,NA,5,9,82,10,NA,36,-1,87,36,NA,30,311,-160,"A"
"5538",5538,20,NA,-40,71,-174,8,NA,3,12,82,9,NA,27,-18,83,36,NA,15,311,-159,"A"
"5539",5539,20,NA,-43,69,-173,10,NA,5,22,95,10,NA,21,-25,89,36,NA,12,315,-156,"A"
"5540",5540,20,NA,-44,68,-174,11,NA,9,21,102,10,NA,24,-6,94,36,NA,9,319,-155,"A"
"5541",5541,20,NA,-42,69,-177,11,NA,15,21,108,10,NA,21,-15,98,36,NA,-2,319,-156,"A"
"5542",5542,20,NA,-42,71,-176,12,NA,27,28,113,8,NA,19,-13,76,33,NA,-35,289,-147,"A"
"5543",5543,20,NA,-44,70,-175,14,NA,38,39,131,10,NA,25,-18,94,33,NA,-40,284,-145,"A"
"5544",5544,19,NA,-39,71,-173,17,NA,65,39,148,9,NA,16,-8,83,33,NA,-60,276,-153,"A"
"5545",5545,19,NA,-38,71,-172,18,NA,76,38,158,11,NA,23,-10,104,32,NA,-86,267,-150,"A"
"5546",5546,19,NA,-37,68,-174,18,NA,83,36,146,9,NA,17,-15,87,32,NA,-80,263,-151,"A"
"5547",5547,19,0.1168,-41,69,-173,25,35.4637,206,5,126,10,1.254,20,-14,95,26,7.83164,-151,140,-156,"A"
"5548",5548,21,NA,-50,68,-188,25,NA,-215,-74,-87,4,NA,-20,-29,22,34,NA,147,225,-196,"A"
"5549",5549,21,0,-45,70,-191,25,0,-218,-75,-86,4,0,-24,-24,14,34,0,150,229,-197,"A"
"5550",5550,3,NA,-22,4,20,25,NA,-191,152,-31,1,NA,-3,13,1,40,NA,61,327,-204,"A"
"5551",5551,2,NA,-12,1,21,27,NA,-220,136,-48,1,NA,-8,6,7,40,NA,62,326,-206,"A"
"5552",5552,3,NA,-16,7,23,32,NA,-265,161,-65,2,NA,1,24,-3,42,NA,98,318,-244,"A"
"5553",5553,3,NA,-23,7,20,32,NA,-262,161,-67,2,NA,7,14,17,42,NA,133,316,-229,"A"
"5554",5554,3,NA,-22,2,23,32,NA,-254,164,-69,2,NA,3,17,17,41,NA,157,303,-211,"A"
"5555",5555,3,NA,-19,1,23,32,NA,-258,164,-72,2,NA,5,22,5,40,NA,173,294,-197,"A"
"5556",5556,3,NA,-22,9,21,31,NA,-258,151,-59,1,NA,1,1,14,38,NA,177,274,-171,"A"
"5557",5557,3,NA,-15,5,25,31,NA,-261,146,-39,2,NA,7,14,-2,36,NA,113,279,-186,"A"
"5558",5558,3,NA,-19,7,21,31,NA,-263,140,-38,2,NA,10,-5,10,44,NA,113,358,-214,"A"
"5559",5559,3,NA,-18,3,23,31,NA,-259,147,-34,3,NA,-6,30,5,46,NA,105,381,-220,"A"
"5560",5560,3,NA,-19,0,26,30,NA,-247,153,-20,3,NA,-2,21,24,47,NA,88,391,-218,"A"
"5561",5561,3,NA,-18,0,26,30,NA,-248,157,-18,5,NA,-1,44,18,48,NA,109,398,-216,"A"
"5562",5562,3,NA,-20,2,24,30,NA,-245,160,-16,3,NA,8,32,-1,47,NA,104,396,-211,"A"
"5563",5563,4,NA,-23,5,25,29,NA,-238,162,-11,1,NA,11,5,7,47,NA,114,391,-208,"A"
"5564",5564,3,NA,-22,4,24,29,NA,-232,166,-1,2,NA,-4,-2,18,46,NA,108,385,-200,"A"
"5565",5565,3,NA,-20,3,26,29,NA,-225,168,9,2,NA,-9,7,11,45,NA,87,384,-192,"A"
"5566",5566,3,NA,-20,3,27,28,NA,-209,169,27,3,NA,1,24,16,42,NA,64,360,-190,"A"
"5567",5567,3,NA,-21,2,27,27,NA,-197,168,30,4,NA,-1,32,19,40,NA,47,342,-189,"A"
"5568",5568,4,NA,-23,3,30,23,NA,-165,156,25,2,NA,-5,15,5,38,NA,15,319,-191,"A"
"5569",5569,4,NA,-23,5,30,22,NA,-150,147,19,1,NA,4,0,9,37,NA,11,303,-191,"A"
"5570",5570,4,NA,-22,1,30,17,NA,-109,128,8,2,NA,-3,12,14,34,NA,-15,266,-193,"A"
"5571",5571,4,NA,-23,3,28,14,NA,-80,112,-21,3,NA,3,29,18,31,NA,-30,234,-192,"A"
"5572",5572,4,NA,-20,1,30,12,NA,-66,92,-43,2,NA,8,17,14,29,NA,-46,210,-183,"A"
"5573",5573,4,NA,-20,1,29,12,NA,-51,92,-48,1,NA,10,1,8,28,NA,-51,201,-181,"A"
"5574",5574,4,NA,-19,3,30,12,NA,-42,90,-56,1,NA,5,-7,10,27,NA,-88,167,-184,"A"
"5575",5575,3,NA,-15,3,29,11,NA,-15,82,-66,2,NA,4,10,11,30,NA,-148,159,-200,"A"
"5576",5576,3,NA,-16,3,27,11,NA,14,76,-80,1,NA,4,4,10,31,NA,-183,145,-195,"A"
"5577",5577,3,NA,-18,5,24,12,NA,32,68,-87,1,NA,4,2,11,29,NA,-167,131,-189,"A"
"5578",5578,3,NA,-21,6,20,13,NA,50,63,-101,1,NA,1,2,10,28,NA,-179,107,-180,"A"
"5579",5579,3,NA,-20,5,23,14,NA,67,61,-101,1,NA,-5,4,10,27,NA,-180,82,-173,"A"
"5580",5580,3,NA,-20,3,22,17,NA,96,46,-134,2,NA,-4,12,13,26,NA,-183,43,-171,"A"
"5581",5581,20,NA,-43,72,-178,8,NA,20,6,77,9,NA,22,-7,83,35,NA,108,274,-173,"B"
"5582",5582,20,NA,-39,69,-177,7,NA,4,5,70,8,NA,25,-8,79,35,NA,82,284,-173,"B"
"5583",5583,19,NA,-40,68,-174,7,NA,0,4,71,9,NA,30,3,79,37,NA,101,296,-175,"B"
"5584",5584,20,NA,-39,70,-176,7,NA,1,5,69,9,NA,26,1,83,37,NA,100,295,-176,"B"
"5585",5585,20,NA,-40,70,-178,6,NA,-7,7,61,9,NA,31,3,81,34,NA,74,276,-168,"B"
"5586",5586,20,NA,-39,70,-178,6,NA,-6,8,62,9,NA,28,1,82,35,NA,89,290,-166,"B"
"5587",5587,20,NA,-42,69,-178,4,NA,7,3,42,9,NA,27,-6,85,37,NA,60,317,-169,"B"
"5588",5588,20,NA,-40,68,-177,4,NA,7,4,37,9,NA,26,-10,85,37,NA,42,317,-171,"B"
"5589",5589,20,NA,-44,67,-178,4,NA,1,0,36,8,NA,23,-6,77,38,NA,44,330,-169,"B"
"5590",5590,20,NA,-46,70,-182,3,NA,7,-4,27,9,NA,18,-15,85,35,NA,-3,305,-146,"B"
"5591",5591,20,NA,-43,70,-183,2,NA,-3,0,20,9,NA,25,-9,84,36,NA,-41,310,-156,"B"
"5592",5592,21,NA,-43,68,-185,3,NA,-1,-1,26,9,NA,29,-2,84,35,NA,-56,304,-158,"B"
"5593",5593,20,NA,-42,68,-183,3,NA,1,-3,25,9,NA,31,0,81,35,NA,-68,293,-165,"B"
"5594",5594,21,NA,-44,72,-185,2,NA,-2,0,21,9,NA,30,5,83,30,NA,-74,242,-140,"B"
"5595",5595,20,NA,-43,70,-183,2,NA,1,-1,21,9,NA,26,1,83,29,NA,-90,228,-142,"B"
"5596",5596,20,NA,-39,67,-183,2,NA,1,-6,16,9,NA,24,-3,81,28,NA,-99,215,-142,"B"
"5597",5597,20,NA,-37,70,-182,2,NA,-1,-2,15,8,NA,27,5,78,28,NA,-135,196,-144,"B"
"5598",5598,20,NA,-40,71,-183,2,NA,-3,1,17,7,NA,33,1,64,27,NA,-132,188,-139,"B"
"5599",5599,20,NA,-41,72,-183,2,NA,-1,-4,16,7,NA,30,-4,60,29,NA,-182,147,-157,"B"
"5600",5600,20,NA,-40,70,-179,2,NA,-2,-4,17,6,NA,23,-3,53,27,NA,-181,127,-154,"B"
"5601",5601,19,NA,-39,70,-172,2,NA,-1,-4,17,7,NA,12,-24,68,26,NA,-182,80,-166,"B"
"5602",5602,19,NA,-39,73,-171,2,NA,0,-4,19,6,NA,12,-8,61,26,NA,-175,40,-174,"B"
"5603",5603,19,NA,-34,70,-172,2,NA,-1,-2,15,6,NA,11,9,55,25,NA,-164,9,-187,"B"
"5604",5604,19,NA,-31,67,-169,2,NA,-2,-2,15,6,NA,21,17,47,30,NA,-95,-181,-207,"B"
"5605",5605,19,NA,-34,67,-172,2,NA,-1,-3,17,4,NA,21,16,32,32,NA,-100,-201,-225,"B"
"5606",5606,19,NA,-38,70,-169,2,NA,-1,-5,18,5,NA,22,9,40,32,NA,-107,-182,-232,"B"
"5607",5607,20,NA,-44,74,-176,1,NA,0,-2,14,5,NA,23,11,41,30,NA,-128,-155,-221,"B"
"5608",5608,20,NA,-46,74,-176,2,NA,-2,-2,17,6,NA,18,-19,55,28,NA,-177,-62,-194,"B"
"5609",5609,20,NA,-45,69,-177,2,NA,-6,-6,13,7,NA,22,-20,60,28,NA,-182,-24,-199,"B"
"5610",5610,20,NA,-44,68,-176,2,NA,-2,-4,17,7,NA,19,-28,60,25,NA,-148,14,-194,"B"
"5611",5611,20,NA,-45,71,-172,2,NA,-1,-1,15,7,NA,19,-33,61,25,NA,-182,29,-162,"B"
"5612",5612,20,NA,-43,70,-174,2,NA,2,1,17,8,NA,15,-21,72,25,NA,-166,75,-160,"B"
"5613",5613,20,NA,-41,69,-178,2,NA,-2,-1,19,8,NA,28,21,66,28,NA,-188,154,-129,"B"
"5614",5614,20,NA,-52,70,-179,2,NA,-2,0,17,8,NA,15,-22,71,29,NA,-42,256,-104,"B"
"5615",5615,21,NA,-51,70,-184,3,NA,2,8,31,9,NA,27,-18,77,30,NA,-86,253,-118,"B"
"5616",5616,20,NA,-41,68,-178,7,NA,11,22,59,8,NA,18,9,78,30,NA,-50,274,-95,"B"
"5617",5617,20,NA,-45,71,-179,8,NA,14,31,66,8,NA,33,19,74,32,NA,-46,296,-103,"B"
"5618",5618,20,NA,-45,73,-179,8,NA,15,36,65,9,NA,44,14,80,32,NA,-1,299,-105,"B"
"5619",5619,20,NA,-39,73,-179,9,NA,20,36,74,10,NA,38,6,89,32,NA,-20,285,-121,"B"
"5620",5620,20,NA,-41,70,-177,13,NA,27,57,114,8,NA,31,3,76,34,NA,-38,289,-155,"B"
